Mes,ID,Público,Nombre,Workflow,Link,Desempeño,Publicado,CLIENTES,Notas
5,AC05-17,Florida,HVAC Volt $300,Enviado a MB,https://drive.google.com/file/d/1wpLYTpi4AAbFURUrbXEF-S1AvfFTImJF/view?usp=drive_link,Trajo 1 lead,Yes,,
5,AC05-18,California,HVAC 01 CA,Enviado a MB,https://drive.google.com/file/d/1ts6WoWnimA4qrZk1ReRk4zdk3P9LK8Nq/view?usp=drive_link,Trajo Citas,Yes,,
5,AC05-19,California,HVAC 02 CA,Enviado a MB,https://drive.google.com/file/d/1fP73xpdAuABKDDtG6OZgAgKOKvmo4EG8/view?usp=drive_link,Trajo Leads,Yes,,
5,AC05-20,California,HVAC 03 CA,Enviado a MB,https://drive.google.com/file/d/1QdawNVKA3WWtIaiVknm0OS03g5yhok5d/view?usp=drive_link,Trajo Citas,Yes,,
5,AC05-21,Florida,Record de temp. Volt HVAC FL,Enviado a MB,https://drive.google.com/file/d/1xzs4yhFwwntmxyf9P0bbeLYmEbMmOBE3/view?usp=drive_link,No funcionó,Yes,,
5,AC05-22,Florida,Si pagas mucho Volt HVAC FL,Enviado a MB,https://drive.google.com/file/d/1cn89IHMAE_KInSbQQkNGVSalDATH72AS/view?usp=drive_link,Trajo Leads,Yes,,
5,AC05-23,California,HVAC 04 CA,Enviado a MB,https://drive.google.com/file/d/1sLz8ldkY6UVm-t6_3xFCqGjKl1iD-RGI/view?usp=drive_link,No funcionó,Yes,,
5,AC05-24,USA,HVAC basado en 04-4,Enviado a MB,https://drive.google.com/file/d/1U8dyB5khtYny804WuMY7IMPINSm34Z_f/view?usp=drive_link,Trajo Leads,Yes,,
5,AC05-25,California,El mejor negocio,Enviado a MB,https://drive.google.com/file/d/1JfNBiJGm0VRuSmCMxWtlnTc1_2cGLHVk/view?usp=drive_link,Trajo Citas,Yes,,
5,AC05-26,Texas,Si vives en Houston HVAC,Enviado a MB,https://drive.google.com/file/d/1oSODUv5M5LvSVfN-iNxbQVgz-bkp0tE2/view?usp=drive_link,,No,,
5,AC05-26.1,Texas,Si vives en Dallas HVAC,Enviado a MB,https://drive.google.com/file/d/1L2soXy-AM7A5_EWw7IFkyOG0hvLAaMPH/view?usp=drive_link,,No,,
5,AC05-27,California,HVAC 05 CA,Enviado a MB,https://drive.google.com/file/d/1aJYAGMZSY-cIjmM92RtYJBkDGx-1kIxK/view?usp=drive_link,No funcionó,Yes,,
5,AC05-27.1,California,Var. HVAC 05 CA,Enviado a MB,https://drive.google.com/file/d/1-FBbMaBhYl-cTENX2AiBiMO3zl2tiGQI/view?usp=drive_link,Trajo Citas,Yes,,
5,AC05-28,USA,HVAC Mario - Vendedores,Enviado a MB,https://drive.google.com/file/d/1RycHlJ7fCyWScysUtawbOKaKMugbPFfL/view?usp=drive_link,No funcionó,Yes,,
5,AC05-29,USA,HVAC Podcast Mix,Enviado a MB,https://drive.google.com/file/d/1OywGmv7LsLQGKA3_HF9sH-t4ZWDnFAwq/view?usp=drive_link,,No,,
5,AC05-30,Florida,Pagos Fijos HVAC,Enviado a MB,https://drive.google.com/file/d/1npUvDi0FCuZv7st11AiYDDlPv0oaml5x/view?usp=drive_link,No funcionó,Yes,,
5,AC05-29.1,USA,Var. HVAC Podcast Mix,Enviado a MB,https://drive.google.com/file/d/13_ySzK5ZddaAFqv_Io1vOtltS85oGQPW/view?usp=drive_link,Trajo Citas,Yes,,
5,AC05-31,California,HVAC 06 CA,Enviado a MB,https://drive.google.com/file/d/1zFECgZLihH3RQfk6G2rqeU0q79T_-JQ_/view?usp=drive_link,,Yes,,
5,AC05-32,California,HVAC 07 CA,Enviado a MB,https://drive.google.com/file/d/122LKBXPbPR5X-aOc0p19fiatMa2pAQVp/view?usp=drive_link,,Yes,,
5,AC05-33,Florida,Es hora de cambiar Volt HVAC,Enviado a MB,https://drive.google.com/file/d/1NbE9km3T404GCPgvqy5MUsndKTi-voN_/view?usp=drive_link,No funcionó,Yes,,
5,AC05-31.1,California,Var. HVAC 06 CA,Enviado a MB,https://drive.google.com/file/d/1zxRWx22P8Ko1Fm0KVkAgPFzb_2Skbiyr/view?usp=drive_link,Trajo Leads,Yes,,
6,AC06-1,Texas,HVAC TX 01,Enviado a MB,https://drive.google.com/file/d/1PQI4emjuNMzsiWXpzlLjN6UeV4OYFz3c/view?usp=drive_link,No funcionó,Yes,STATE COOL - TX,
6,AC06-2,Texas,"HVAC SAN ANTONIO ",Enviado a MB,https://drive.google.com/file/d/1yU1LV17I6PmlsZVJo9kbiSnqrPl-oBx-/view?usp=drive_link,Trajo Leads,Yes,STATE COOL - TX,
6,AC06-3,Florida,HVAC Volt 01,Enviado a MB,https://drive.google.com/file/d/1MQm7vC1VsghJ_5DeBVNGZJCuKjYb81tI/view?usp=drive_link,No funcionó,Yes,VOLT - FL,
6,AC06-2.1,Texas,HVAC AUSTIN,Enviado a MB,https://drive.google.com/file/d/1uD6KbijO-iwu0IdVYWqq9xS5CTYxrEuf/view?usp=drive_link,Trajo 2 leads,Yes,STATE COOL - TX,
6,AC06-4,California,HVAC 08 CA,Enviado a MB,https://drive.google.com/file/d/1RzjFahcUI4K_DawUURq-nSeuKY9QdT-t/view?usp=drive_link,Trajo Leads,Yes,California,
6,AC06-5,Texas,HVAC TX 02,Enviado a MB,https://drive.google.com/file/d/1W5cgQLjjAGQJMJWbU7SuD59o_peWKNes/view?usp=drive_link,Trajo 2 leads,Yes,STATE COOL - TX,
6,AC06-6,Florida,HVAC Volt 02,Enviado a MB,https://drive.google.com/file/d/11Fc4j6Z2hth682YxXRaJlnUoA4D_jjVK/view?usp=drive_link,,Yes,VOLT - FL,
6,AC06-7,Florida,HVAC Volt 03,Enviado a MB,https://drive.google.com/file/d/1g-Gub4zFg5qiWrhwFILzQQInIn1l2Kzw/view?usp=drive_link,Trajo 1 lead,Yes,VOLT - FL,
6,AC06-8,Texas,HVAC TX 03,Enviado a MB,https://drive.google.com/file/d/1Zt73A4cuffspsDqbss5agfqLrw9UQkyM/view?usp=drive_link,Trajo Leads,Yes,STATE COOL - TX,
6,AC06-9,Texas,HVAC TX 04,Enviado a MB,"https://drive.google.com/file/d/12UAQkwwChmJVd8GtWBeo7EIoGf6eyvxI/view?usp=drive_link ",Trajo Leads,Yes,STATE COOL - TX,
6,AC06-10,Las Vegas,HVAC LV 01,Enviado a MB,https://drive.google.com/file/d/1Z-hf98Ag_MTZBaPIQ54uBXA3ZYQkk5A3/view?usp=drive_link,No funcionó,Yes,DGS Home Improvement - LV,
6,AC06-11,Las Vegas,HVAC LV 02,Enviado a MB,https://drive.google.com/file/d/1vNNpr37LRVAfWb9w8CiKQEpfkC1pzpO2/view?usp=drive_link,Trajo Leads,Yes,DGS Home Improvement - LV,
6,AC06-12,USA,HVAC VENDEDORES MIX X3,Enviado a MB,https://drive.google.com/file/d/1OztKaCSfgnsMDMVieS0GJVp9HUrDZoSo/view?usp=drive_link,,No,SBC,
6,AC06-13,USA,PODCAST MIX 2.0,Enviado a MB,https://drive.google.com/file/d/1jV2-bcu_fhyHoPccKFL43MYH6rR9EGFY/view?usp=drive_link,,No,SBC,
6,AC06-14,Texas,HVAC TX 05,Enviado a MB,https://drive.google.com/file/d/1B5zCThTsKYn8x6gOJTYXn_-54eW4Nrp7/view?usp=drive_link,Trajo Leads,Yes,STATE COOL - TX,
6,AC06-15,Florida,HVAC Volt 04,Enviado a MB,https://drive.google.com/file/d/1UchjYpFnqvoOJpPSUX3-xkEdU_hrwp-B/view?usp=drive_link,No funcionó,Yes,VOLT - FL,
6,AC06-16,California,HVAC 09 CA,Enviado a MB,https://drive.google.com/file/d/1V5_hLSm8Lc7I9tBM2kuJMMjsWaCC0j5P/view?usp=drive_link,No funcionó,Yes,California,
6,AC06-17,Texas,Houston HVAC 1,Enviado a MB,https://drive.google.com/file/d/18dXCmctL9YR6Pev9c5kj7fV69hMWDHiz/view?usp=drive_link,Trajo 1 lead,Yes,AIR-32,
6,AC06-18,Texas,HOME IMP SYS 01,Enviado a MB,https://drive.google.com/file/d/1F_D8jqbU_RJuvQG24vArQbG6JbkA3RED/view?usp=drive_link,,No,HOME IMP SYS - DALLAS,
6,AC06-19,Las Vegas,DGS HOME LV 03,Enviado a MB,https://drive.google.com/file/d/140OPpwmedU2Pb9EQctxBV5K0nAAaTJJv/view?usp=drive_link,,No,DGS Home Improvement - LV,
6,AC06-20,Texas,HOME IMP SYS 02,Enviado a MB,https://drive.google.com/file/d/1ejebVtUwh9f1-GJbmhUQNvFsWSab-X9L/view?usp=drive_link,Trajo Citas,Yes,HOME IMP SYS-DALLAS TX,
6,AC06-21,Texas,AIR-32 02,Enviado a MB,https://drive.google.com/file/d/1H_nxmJRfoCqHJjvgZa42yI1Re0yKTQvg/view?usp=drive_link,Trajo Leads,Yes,AIR-32 - HOUSTON TX,
6,AC06-22,Texas,Dad And Son 01,Enviado a MB,https://drive.google.com/file/d/157OtmNV4KcfvZgBMntcCuB7y2J9KMsmx/view?usp=drive_link,,No,"DAD AND SON - AUSTIN TX ",
6,AC06-23,Texas,LDR 01,Enviado a MB,https://drive.google.com/file/d/1rUlr8Vx9F3FYLfgfjoAb9N3H3G6F5hcQ/view?usp=drive_link,,No,Luis Del Río - DALLAS TX,
6,AC06-24,Texas,Texas General,Enviado a MB,"https://drive.google.com/file/d/1vN5HJzBxeR3nLFLV4sO3Wgya5Xh_blfI/view?usp=drive_link ",,No,Cualquier región de TX,
6,AC06-25,USA,HVAC General 01,Enviado a MB,https://drive.google.com/file/d/1-YsCuZ5rfBEQi8dvNZEkv4Cllk81Str5/view?usp=drive_link,,No,Cualquier región de USA,
,,,,,,,No,,
6,AC06-26,Texas,STATE COOL 01,Enviado a MB,https://drive.google.com/file/d/1vuCxLbfMgmzzvO7pr63SxywpNPr95xvO/view?usp=drive_link,,No,STATE COOL - TX,
,,,,,,,No,,
6,AC06-27,USA,HVAC Podcast Mix 2.0,Enviado a MB,https://drive.google.com/file/d/1meLfsEalocPinvUvRnt3Q90lB0q1pVZO/view?usp=drive_link,,No,SBC,
6,AC06-28,Texas,AIR-32 03,Enviado a MB,https://drive.google.com/file/d/1jZ43GsLryqv8qLKEtn-NMhwpq8bl7iNL/view?usp=drive_link,No funcionó,Yes,AIR-32 - HOUSTON TX,
6,AC06-29,Florida,HVAC FL Central,Enviado a MB,"https://drive.google.com/file/d/1BsATtVyvAxBO34-4uZvqBtMsFeHsJruc/view?usp=drive_link ",,No,FL Central,
6,AC06-30,USA,HVAC General 02,Enviado a MB,https://drive.google.com/file/d/1S_Qam5WqbVNH98j7p4bTo7dZmXv-dKsl/view?usp=drive_link,,No,Cualquier región de USA,
6,AC06-31,Las Vegas,DGS HOME LV 04,Enviado a MB,https://drive.google.com/file/d/19-Ec-0vbqz5b67rdkp3dSeIQ5uJ7NE-X/view?usp=drive_link,,No,DGS Home Improvement - LV,
6,AC06-32,Texas,HOME IMP SYS 03,Enviado a MB,https://drive.google.com/file/d/1kiYO1f6i9Cakm9BGGsryBXLSC-tHNzZC/view?usp=drive_link,,No,HOME IMP SYS - DALLAS,
6,AC06-33,Texas,LDR 02,Enviado a MB,https://drive.google.com/file/d/1DK43cMVrsGhy9Y0r54gTSra2okk4qh4U/view?usp=drive_link,,No,Luis Del Río - DALLAS TX,
6,AC06-32.1,Texas,VAR. HOME IMP SYS 03,Enviado a MB,https://drive.google.com/file/d/11L5-cS-_VV_cbw5aDdu5RXwPKdsQTTvF/view?usp=drive_link,,No,HOME IMP SYS - DALLAS,
6,AC06-33.1,Texas,VAR. LDR 02,Enviado a MB,https://drive.google.com/file/d/1oNJCuf5uColey_SJLl7ZSPt-9XBpGB5t/view?usp=drive_link,,No,Luis Del Río - DALLAS TX,
7,AC07-1,USA,HVAC General 03,Enviado a MB,https://drive.google.com/file/d/16WAj4sio0L-uVlSQ3FSgVdpKtEeA46nQ/view?usp=drive_link,Trajo 2 leads,Yes,Cualquier región de USA,
7,AC07-2,USA,HVAC General 04,Enviado a MB,https://drive.google.com/file/d/1BjJgadexB0GYMUmSLjJVQH3FdKrVra2a/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-3,USA,HVAC General INGLES 01,Enviado a MB,https://drive.google.com/file/d/1dliZeaCL0Duwk__1xOnuXg0iovwBRGml/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-4,USA,HVAC General INGLES 02,Enviado a MB,https://drive.google.com/file/d/1o1d5cUh-sUwE2yDr_l9ZsjOiXGg45Z1n/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-5,USA,HVAC General 05,Enviado a MB,https://drive.google.com/file/d/1Uv0trx45cm9sZ9OmfeGhNPjqsLTNnx5G/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-6,USA,HVAC General 06,Enviado a MB,https://drive.google.com/file/d/1TlmnQPVaE8zOuOot5BQ2dinDc0DaZK5X/view?usp=drive_link,Trajo 2 leads,Yes,Cualquier región de USA,
7,AC07-7,USA,HVAC General 07,Enviado a MB,https://drive.google.com/file/d/1drpYSIHi3ACujuoOxFnHB9rdXX_cBX82/view?usp=drive_link,Trajo 2 leads,Yes,Cualquier región de USA,
7,AC07-8,Texas,AIR-32 04,Enviado a MB,https://drive.google.com/file/d/1BmRlG7ylxVsr5v0o5fIov5z0EjOAj0Sm/view?usp=drive_link,No funcionó,Yes,AIR-32 - HOUSTON TX,
7,AC07-8.1,Florida,HVAC FL General 01,Enviado a MB,https://drive.google.com/file/d/1LS49e7dkQj6IiHvznMw15qldcltNjJFk/view?usp=drive_link,No funcionó,Yes,Cualquier cliente de FL,
7,AC07-9,USA,HVAC General INGLES 03,Enviado a MB,https://drive.google.com/file/d/1Lwm1Mn12MI-HpAjuf24Wj4aDjfiUxW4x/view?usp=drive_link,Trajo 1 lead,Yes,Cualquier región de USA,
7,AC07-10,Texas,AIR-32 05,Enviado a MB,https://drive.google.com/file/d/1iPVLWhHuXlEqPP_a7qbb8PSaOjyM0Ppt/view?usp=drive_link,No funcionó,Yes,AIR-32 - HOUSTON TX,
7,AC07-11,Texas,AIR-32 06,Enviado a MB,https://drive.google.com/file/d/19gnqDmY3RRBIWpCZ2ZC9bclkNj6uedmV/view?usp=drive_link,Trajo Citas,Yes,AIR-32 - HOUSTON TX,
7,AC07-12,USA,HVAC General 08,Enviado a MB,https://drive.google.com/file/d/1CTl8iNNQfysM_BofcXHwZ4xccIGDztuy/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-13,USA,HVAC General 09,Enviado a MB,https://drive.google.com/file/d/16I8LPD31wbdVlnewzePo9Q3GooEl3Gfe/view?usp=drive_link,Trajo 2 leads,Yes,Cualquier región de USA,
7,AC07-14,Texas,HVAC General TX - INFORMAL,Enviado a MB,https://drive.google.com/file/d/1ldRO9z-HbIbVBSAdSgI6vB6AKUY4Ynoc/view?usp=drive_link,Trajo Leads,Yes,Cualquier cliente de TX que ofrezca credito,
7,AC07-15,Texas,HVAC A&E 01,Enviado a MB,https://drive.google.com/file/d/1crRGVtttLZDgZGe9IgNZGaugwiZAXlkC/view?usp=drive_link,,Yes,A&E - HOUSTON TX - INGLES,
7,AC07-16,Texas,HVAC General TX - FORMAL,Enviado a MB,https://drive.google.com/file/d/1dwqfOythMomtQVyeti9h8hM1vV6c0g0W/view?usp=drive_link,Trajo Leads,Yes,Cualquier cliente de TX que ofrezca credito,
7,AC07-17,USA,HVAC General 10,Enviado a MB,https://drive.google.com/file/d/1etVwfAnJOFGR0NXxhdKkLU5nT5MO-VZh/view?usp=drive_link,Trajo 2 leads,Yes,Cualquier región de USA,
7,AC07-18,Florida,HVAC Volt 05,Enviado a MB,https://drive.google.com/file/d/1ns1jx_wfrEBGSgieKNyGUx71_u7H8Ln7/view?usp=drive_link,Trajo Leads,Yes,Volt - FL,
7,AC07-19,USA,HVAC Vendedores 01,Enviado a MB,https://drive.google.com/file/d/1jSYB9SlvAwGdvTwo6KJrX8j3L40hOazo/view?usp=drive_link,Trajo Leads,Yes,Para buscar Vendedores,
7,AC07-20,Texas,STATE COOL 02,Enviado a MB,https://drive.google.com/file/d/1B-BYyDuzUTyjNNaAYotaYwPwVaBofNYh/view?usp=drive_link,,No,STATE COOL - TX,
7,AC07-21,Texas,HVAC A&E 02,Enviado a MB,https://drive.google.com/file/d/1V8NRclt_8o3eV2tlfa3sL34KSt_RZ1ww/view?usp=drive_link,,No,A&E - HOUSTON TX - INGLES,
7,AC07-22,Texas,HVAC A&E 03,Enviado a MB,https://drive.google.com/file/d/1YryFemqdLsqS8dO_RtUyDgUrqb5GN-aA/view?usp=drive_link,Trajo Leads,Yes,A&E - HOUSTON TX - INGLES,
7,AC07-23,Texas,Dad And Son 02,Enviado a MB,https://drive.google.com/file/d/1loFfGbl51MmaZtvOroLc50iS8EC0_2BV/view?usp=drive_link,Trajo Leads,Yes,Dad And Son - Autin TX,
7,AC07-24,Florida,HVAC Volt 06,Enviado a MB,https://drive.google.com/file/d/1a9bpJXUXfRs78DtfkviOUGOhAehjocaW/view?usp=drive_link,,No,Volt - FL,
7,AC07-25,Florida,HVAC General 11,Enviado a MB,https://drive.google.com/file/d/1xQ57H5GWxJ8QUwGbbObHB30yifX7cjfb/view?usp=drive_link,,No,Cualquier región de USA,
7,AC07-26,Texas,STATE COOL 03,Enviado a MB,https://drive.google.com/file/d/1hKOApkA69xTGHJSwNaShT04666M6LBpx/view?usp=drive_link,,Yes,STATE COOL - TX,
7,AC07-27,USA,HVAC General 12,Enviado a MB,https://drive.google.com/file/d/10LazYMqaZAOTPEgMb0GoWLeL7pGrXq9H/view?usp=drive_link,,No,Cualquier región de USA,
7,AC07-28,Texas,HVAC A&E 04,Enviado a MB,https://drive.google.com/file/d/1WY_MXxlIAQiWrrBgP92Bq87ZTJYEFdZA/view?usp=drive_link,,Yes,A&E - HOUSTON TX - INGLES,
7,AC07-29,Texas,STATE COOL 04,Enviado a MB,https://drive.google.com/file/d/1bUypfdYYBEdNdnt_GJtkWlC_ED4zvw7b/view?usp=drive_link,,No,STATE COOL - TX,
7,AC07-30,USA,HVAC General 13,Enviado a MB,https://drive.google.com/file/d/12FJhfPdsB8g_PNLNL9QuIQekIrpC6WfR/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-24.1,Florida,VAR. DIRECTO HVAC Volt 06,Enviado a MB,https://drive.google.com/file/d/1n1N6MmVP3ot-Od0Jh7VXhtXDgR6QkfJT/view?usp=drive_link,,No,Volt - FL,
7,AC07-31,Texas,STATE COOL 05,Enviado a MB,https://drive.google.com/file/d/1FeGX_B_LryVMMnakYnWTOEjRM_5zx0Ml/view?usp=drive_link,,No,STATE COOL - TX,
7,AC07-32,Texas,GLOBAL AIR 01,Enviado a MB,https://drive.google.com/file/d/1x_Meuy-RWReykb1tkeQUAzMiKy8fBDk2/view?usp=drive_link,,No,GLOBAL AIR - HOUSTON TX,
7,AC07-33,Texas,GLOBAL AIR 02,Enviado a MB,https://drive.google.com/file/d/1f-Xq645R1lmj1tY3lGsf4yoPGziGi5V4/view?usp=drive_link,,No,GLOBAL AIR - HOUSTON TX,
7,AC07-34,USA,HVAC General 13,Enviado a MB,https://drive.google.com/file/d/1im-yDa0Eq-aKj23egKvaVbpOrkkWf4Hb/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-35,Texas,AIR-32 07,Enviado a MB,https://drive.google.com/file/d/1Dn_6OwZAU5uL0QHt9WeL2ejH2im0j1_O/view?usp=drive_link,NO SE USA,No,AIR-32 - HOUSTON TX,
7,AC07-36,USA,HVAC Vendedores 02,Enviado a MB,https://drive.google.com/file/d/1I6YssTDuGwvQ4HsjIObBeZ40IrPvRgl3/view?usp=drive_link,,No,Para buscar Vendedores,
6,,,Huracan Beryl script,,,,No,,
7,AC07-36.1,USA,VAR. HVAC Vendedores 02,Enviado a MB,https://drive.google.com/file/d/1PtScvUvl1Akm6hvV6048PcnqoHWis7lL/view?usp=drive_link,,No,Para buscar Vendedores,
7,AC07-37,USA,HVAC General 14,Enviado a MB,https://drive.google.com/file/d/18HNk2rTvZS2DHAdFn3_LLUfVxTJDFH6H/view?usp=drive_link,No funcionó,Yes,Cualquier región de USA,
7,AC07-38,USA,HVAC General 15,Enviado a MB,"https://drive.google.com/file/d/1S3q8AkAn6Y5rFHqYHisYM__14i9FiZg_/view?usp=drive_link ",No funcionó,Yes,Cualquier región de USA,
7,AC07-39,Texas,HVAC A&E 05 Directo,Enviado a MB,https://drive.google.com/file/d/1VLNPXoZBvUbhVrmC6StgkUH2DMd2k4UH/view?usp=drive_link,,No,A&E - HOUSTON TX - INGLES,
7,AC07-40,USA,HVAC General 16,Enviado a MB,https://drive.google.com/file/d/1SELVCJ7uweELFwoQLL5G5P6_li_jZcCo/view?usp=drive_link,Trajo 1 lead,Yes,Cualquier región de USA,
7,AC07-41,Texas,GLOBAL AIR 03,Enviado a MB,https://drive.google.com/file/d/1defdhtA4TXYgd-fLfyuy6dix0ZMleWkG/view?usp=drive_link,No funcionó,Yes,GLOBAL AIR - HOUSTON TX,
7,AC07-42,USA,HVAC General 17,Enviado a MB,https://drive.google.com/file/d/1u4g_6ZTPi-W6wxZnad1tUgULSldzHfgR/view?usp=drive_link,,No,Cualquier región de USA,
7,AC07-43,Texas,GLOBAL AIR 04,Enviado a MB,https://drive.google.com/file/d/1cbFJf8P7BtltqTlxJoVaK0PK7UzjDZRk/view?usp=drive_link,,No,GLOBAL AIR - HOUSTON TX,
7,AC07-44,USA,HVAC A&E 06,Enviado a MB,https://drive.google.com/file/d/1U_KrUzp4qeYiXUZXK89Qlm3H197jR6Yz/view?usp=drive_link,Trajo Leads,Yes,A&E - HOUSTON TX - INGLES,
7,AC07-45,Texas,GLOBAL AIR 05,Enviado a MB,"https://drive.google.com/file/d/1ymHSado5-vcbksqObY3_mKVDdIu7Dot_/view?usp=drive_link ",,No,GLOBAL AIR - HOUSTON TX,
7,,,,,,,No,,
9,AC09-1E,Texas,AIR-32 18,VE- Revisión,https://drive.google.com/file/d/1oN3Gu2FxZWC0PBNvTgkVIxwQ2vhAJi30/view?usp=drive_link,,No,,
9,AC09-2E,Texas,AIR-32 19,VE- Revisión,https://drive.google.com/file/d/1SDgrE9u7D_m9WNtM6cBbpgs_1c_pR96r/view?usp=drive_link,,No,,
9,AC09-3E,Florida,HVAC Volt 08,VE- Revisión,https://drive.google.com/file/d/1SzfIWIrW-IKo1Iv4p8Q5uupwJ9W4q2pB/view?usp=drive_link,,No,,
9,AC09-5V,USA,GENERAL EFECTOS VARIADOS,VE- En Curso,https://drive.google.com/file/d/1DEmwme5xfNIp2KqH22i8QOMyPEQ6w35k/view?usp=sharing,,No,,
9,AC09-6V,USA,GENERAL EMPEZARON LAS LLUVIAS,VE- Revisión,https://drive.google.com/file/d/1DeHzS53qRU6n7QkKjb3yNKJgVtvoF670/view?usp=sharing\,,No,,
9,AC09-7E,Texas,Air-32 Oferta,VE- En Curso,,,No,,
9,AC09-8E,USA,HVAC General 22,VE- En Curso,,,No,,
9,AC09-9V,Texas,AIR 32  HOUSTON AIR SALE,CW- En Curso,https://drive.google.com/file/d/10SzRqA5RaF2vcEIfU-Pp3hyyqZOjQqjQ/view?usp=sharing,,No,,
9,AC09-10V,Texas,AIR 32  LIQUIDACION,CW- En Curso,https://drive.google.com/file/d/10q5Iang-bAVratbZJYN_OiBAidVDcaJZ/view?usp=sharing,,No,,
9,AC09-11V,Texas,AIR 32  SEPTIEMBRE ES MEJOR,CW- En Curso,https://drive.google.com/file/d/10H8nxmhQAA0YNsU54oq2OvI_-89PGpng/view?usp=sharing,,No,,
9,AC09-12E,Texas,AIR-32 20,VE- En Curso,,,No,,
9,AC09-13E,Texas,HVAC San Antonio 01,VE- En Curso,,,No,,